id,cv_id,jd_id,cv_text,jd_text,label,job_category
201,CV_0201,JD_241,"Senior Backend Developer with 7+ years of experience. Proficient in Spring Boot, SQL, Node.js, Python. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 7+ years experience in REST APIs, Python, Java. Bachelor's degree required.",1,Backend Developer
883,CV_0883,JD_068,"Mid-level Network Engineer with 3+ years of experience. Proficient in Agile, Java, Python, Git. Strong problem-solving and communication skills.","We are hiring Mid-level Software Engineer. Requirements: 6+ years experience in Algorithms, Git, Agile. Bachelor's degree required.",0,Network Engineer
331,CV_0331,JD_054,"Senior Machine Learning Engineer with 6+ years of experience. Proficient in Git, Python, System Design, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 5+ years experience in Data Structures, Python, Agile. Bachelor's degree required.",1,Machine Learning Engineer
2401,CV_2401,JD_281,"Junior Backend Developer with 6+ years of experience. Proficient in Spring Boot, Django, REST APIs, Python, Java. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 3+ years experience in Microservices, Node.js, SQL, Django, Spring Boot. Bachelor's degree required.",1,Backend Developer
900,CV_0900,JD_159,"Junior Cloud Architect with 5+ years of experience. Proficient in Algorithms, Agile, Java, Python. Strong problem-solving and communication skills.","We are hiring Junior Cloud Architect. Requirements: 6+ years experience in Data Structures, Agile, Git, Java. Bachelor's degree required.",1,Cloud Architect
284,CV_0284,JD_317,"Junior Data Analyst with 2+ years of experience. Proficient in Tableau, Excel, SQL, Power BI. Strong problem-solving and communication skills.","We are hiring Junior Product Manager. Requirements: 7+ years experience in Scrum, JIRA, Agile. Bachelor's degree required.",0,Data Analyst
594,CV_0594,JD_303,"Senior Project Manager with 2+ years of experience. Proficient in Git, Java, Python, System Design. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 6+ years experience in Git, Java, System Design, Data Structures. Bachelor's degree required.",1,Project Manager
2139,CV_2139,JD_041,"Senior Mobile Developer with 7+ years of experience. Proficient in Java, System Design, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 3+ years experience in Java, Python, Git. Bachelor's degree required.",0,Mobile Developer
638,CV_0638,JD_025,"Mid-level Database Administrator with 7+ years of experience. Proficient in Java, Agile, Python, Git, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 2+ years experience in Java, Python, Git, Agile. Bachelor's degree required.",1,Database Administrator
831,CV_0831,JD_175,"Senior Business Analyst with 3+ years of experience. Proficient in Algorithms, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 5+ years experience in System Design, Agile, Git, Java, Data Structures. Bachelor's degree required.",0,Business Analyst
422,CV_0422,JD_112,"Senior DevOps Engineer with 9+ years of experience. Proficient in CI/CD, Terraform, AWS, Git, Linux. Strong problem-solving and communication skills.","We are hiring Senior DevOps Engineer. Requirements: 3+ years experience in Docker, AWS, Git, Kubernetes, Linux. Bachelor's degree required.",1,DevOps Engineer
1113,CV_1113,JD_492,"Senior Fullstack Developer with 3+ years of experience. Proficient in Algorithms, System Design, Git, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 4+ years experience in Java, Algorithms, Data Structures. Bachelor's degree required.",1,Fullstack Developer
642,CV_0642,JD_296,"Mid-level Business Analyst with 8+ years of experience. Proficient in Data Structures, Python, Java. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 6+ years experience in System Design, Agile, Algorithms. Bachelor's degree required.",0,Business Analyst
265,CV_0265,JD_419,"Mid-level Business Analyst with 7+ years of experience. Proficient in Agile, System Design, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 5+ years experience in Python, Java, Algorithms, System Design. Bachelor's degree required.",1,Business Analyst
496,CV_0496,JD_493,"Junior Security Engineer with 9+ years of experience. Proficient in Java, Data Structures, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Junior Project Manager. Requirements: 2+ years experience in Algorithms, Data Structures, Python, System Design, Git. Bachelor's degree required.",0,Security Engineer
2295,CV_2295,JD_032,"Senior Security Engineer with 7+ years of experience. Proficient in Data Structures, Git, Python. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 5+ years experience in Python, System Design, Data Structures, Agile. Bachelor's degree required.",0,Security Engineer
967,CV_0967,JD_112,"Senior Data Analyst with 6+ years of experience. Proficient in Data Visualization, Power BI, SQL. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 2+ years experience in Data Visualization, SQL, Excel, Tableau. Bachelor's degree required.",1,Data Analyst
672,CV_0672,JD_231,"Mid-level Security Engineer with 3+ years of experience. Proficient in Git, Algorithms, Python, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 4+ years experience in Agile, Java, System Design. Bachelor's degree required.",1,Security Engineer
2327,CV_2327,JD_152,"Mid-level Data Analyst with 9+ years of experience. Proficient in Data Visualization, Tableau, Excel, SQL, Statistics. Strong problem-solving and communication skills.","We are hiring Mid-level Data Analyst. Requirements: 4+ years experience in Excel, Power BI, Tableau. Bachelor's degree required.",1,Data Analyst
606,CV_0606,JD_437,"Senior Machine Learning Engineer with 6+ years of experience. Proficient in Java, Git, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 2+ years experience in System Design, Java, Data Structures, Git. Bachelor's degree required.",1,Machine Learning Engineer
1783,CV_1783,JD_353,"Senior Network Engineer with 5+ years of experience. Proficient in System Design, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 6+ years experience in Java, Python, Data Structures. Bachelor's degree required.",0,Network Engineer
1603,CV_1603,JD_403,"Senior Security Engineer with 7+ years of experience. Proficient in Java, Git, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 6+ years experience in Data Structures, Java, Python. Bachelor's degree required.",0,Security Engineer
781,CV_0781,JD_147,"Senior Database Administrator with 8+ years of experience. Proficient in Algorithms, Git, Python, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 6+ years experience in Agile, Algorithms, Java. Bachelor's degree required.",1,Database Administrator
2147,CV_2147,JD_034,"Junior Data Engineer with 7+ years of experience. Proficient in System Design, Agile, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 2+ years experience in Agile, Data Structures, Python. Bachelor's degree required.",1,Data Engineer
1440,CV_1440,JD_022,"Junior Fullstack Developer with 8+ years of experience. Proficient in Agile, Algorithms, Java, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 2+ years experience in Agile, Java, Git. Bachelor's degree required.",0,Fullstack Developer
704,CV_0704,JD_214,"Mid-level Cloud Architect with 5+ years of experience. Proficient in Java, Python, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Cloud Architect. Requirements: 4+ years experience in Data Structures, Python, Algorithms. Bachelor's degree required.",1,Cloud Architect
303,CV_0303,JD_018,"Junior Database Administrator with 9+ years of experience. Proficient in Data Structures, Git, Python, System Design. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 6+ years experience in Data Structures, Python, Algorithms, Git. Bachelor's degree required.",1,Database Administrator
1808,CV_1808,JD_076,"Senior Project Manager with 8+ years of experience. Proficient in Java, System Design, Git, Python, Agile. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 6+ years experience in Agile, Algorithms, Python, Java. Bachelor's degree required.",1,Project Manager
1479,CV_1479,JD_284,"Mid-level Database Administrator with 9+ years of experience. Proficient in System Design, Git, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 6+ years experience in System Design, Agile, Git. Bachelor's degree required.",1,Database Administrator
91,CV_0091,JD_066,"Senior Security Engineer with 6+ years of experience. Proficient in Agile, Python, Algorithms, Git, Java. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 5+ years experience in Algorithms, Git, Data Structures, System Design, Python. Bachelor's degree required.",0,Security Engineer
1791,CV_1791,JD_030,"Senior Business Analyst with 3+ years of experience. Proficient in Python, Algorithms, Agile, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 2+ years experience in Algorithms, Python, Java, Agile. Bachelor's degree required.",1,Business Analyst
1566,CV_1566,JD_295,"Junior Frontend Developer with 5+ years of experience. Proficient in Angular, React, JavaScript, TypeScript. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 2+ years experience in Git, Algorithms, Agile, Python. Bachelor's degree required.",0,Frontend Developer
915,CV_0915,JD_051,"Mid-level Fullstack Developer with 3+ years of experience. Proficient in System Design, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Fullstack Developer. Requirements: 4+ years experience in Java, Data Structures, Python, System Design, Git. Bachelor's degree required.",1,Fullstack Developer
1241,CV_1241,JD_459,"Senior System Administrator with 4+ years of experience. Proficient in Git, Data Structures, Algorithms, Agile. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 4+ years experience in Excel, SQL, Tableau. Bachelor's degree required.",0,System Administrator
283,CV_0283,JD_454,"Junior Machine Learning Engineer with 7+ years of experience. Proficient in Algorithms, Java, Data Structures, Python, Git. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 7+ years experience in Java, Git, Data Structures. Bachelor's degree required.",0,Machine Learning Engineer
2301,CV_2301,JD_354,"Senior Security Engineer with 3+ years of experience. Proficient in Algorithms, Python, Java, System Design. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 5+ years experience in Git, Java, Data Structures, Algorithms, System Design. Bachelor's degree required.",0,Security Engineer
167,CV_0167,JD_499,"Mid-level UI/UX Designer with 7+ years of experience. Proficient in Git, Agile, Python. Strong problem-solving and communication skills.","We are hiring Mid-level System Administrator. Requirements: 5+ years experience in Python, Java, Git. Bachelor's degree required.",0,UI/UX Designer
802,CV_0802,JD_340,"Senior Data Scientist with 6+ years of experience. Proficient in PyTorch, Python, Machine Learning, Statistics, R. Strong problem-solving and communication skills.","We are hiring Senior Security Engineer. Requirements: 2+ years experience in Python, System Design, Data Structures. Bachelor's degree required.",0,Data Scientist
1170,CV_1170,JD_063,"Junior Machine Learning Engineer with 9+ years of experience. Proficient in Agile, Git, System Design, Python, Java. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 4+ years experience in Algorithms, System Design, Data Structures, Git. Bachelor's degree required.",1,Machine Learning Engineer
1029,CV_1029,JD_062,"Senior UI/UX Designer with 3+ years of experience. Proficient in Git, Python, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 5+ years experience in Algorithms, Agile, Data Structures, Java. Bachelor's degree required.",1,UI/UX Designer
1281,CV_1281,JD_052,"Junior UI/UX Designer with 7+ years of experience. Proficient in Git, System Design, Python. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 7+ years experience in Java, Agile, Python, Git. Bachelor's degree required.",1,UI/UX Designer
1197,CV_1197,JD_126,"Mid-level QA Engineer with 3+ years of experience. Proficient in Java, Agile, System Design, Data Structures, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 7+ years experience in Git, Data Structures, Agile, System Design. Bachelor's degree required.",1,QA Engineer
235,CV_0235,JD_499,"Senior UI/UX Designer with 4+ years of experience. Proficient in Agile, Java, Algorithms, Python, System Design. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 4+ years experience in Agile, Python, Git, Java, Algorithms. Bachelor's degree required.",1,UI/UX Designer
602,CV_0602,JD_360,"Junior Machine Learning Engineer with 4+ years of experience. Proficient in Java, Data Structures, System Design, Python. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 3+ years experience in System Design, Git, Python, Java. Bachelor's degree required.",1,Machine Learning Engineer
463,CV_0463,JD_330,"Senior Machine Learning Engineer with 9+ years of experience. Proficient in Java, Git, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 6+ years experience in Git, Algorithms, Python, System Design. Bachelor's degree required.",1,Machine Learning Engineer
1270,CV_1270,JD_129,"Senior System Administrator with 7+ years of experience. Proficient in Git, Java, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 3+ years experience in Agile, Java, Data Structures, Git. Bachelor's degree required.",1,System Administrator
2309,CV_2309,JD_382,"Mid-level Network Engineer with 3+ years of experience. Proficient in Python, Algorithms, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Backend Developer. Requirements: 4+ years experience in REST APIs, Microservices, SQL. Bachelor's degree required.",0,Network Engineer
1235,CV_1235,JD_397,"Senior Product Manager with 2+ years of experience. Proficient in JIRA, Scrum, Agile, Roadmapping. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 6+ years experience in Scrum, User Research, JIRA. Bachelor's degree required.",1,Product Manager
443,CV_0443,JD_359,"Junior QA Engineer with 5+ years of experience. Proficient in Git, Python, Agile, Java. Strong problem-solving and communication skills.","We are hiring Junior Product Manager. Requirements: 4+ years experience in User Research, Roadmapping, Analytics. Bachelor's degree required.",0,QA Engineer
794,CV_0794,JD_452,"Mid-level Mobile Developer with 5+ years of experience. Proficient in Git, Python, Algorithms, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 7+ years experience in Agile, Git, Python. Bachelor's degree required.",1,Mobile Developer
445,CV_0445,JD_161,"Mid-level Cloud Architect with 6+ years of experience. Proficient in System Design, Python, Algorithms, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 5+ years experience in User Research, Scrum, Agile. Bachelor's degree required.",0,Cloud Architect
2066,CV_2066,JD_188,"Junior Mobile Developer with 2+ years of experience. Proficient in System Design, Agile, Java, Python. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 4+ years experience in System Design, Java, Algorithms, Git, Data Structures. Bachelor's degree required.",1,Mobile Developer
1056,CV_1056,JD_393,"Mid-level Data Scientist with 9+ years of experience. Proficient in Statistics, TensorFlow, R. Strong problem-solving and communication skills.","We are hiring Mid-level Data Scientist. Requirements: 7+ years experience in TensorFlow, Data Visualization, Statistics, PyTorch. Bachelor's degree required.",1,Data Scientist
1820,CV_1820,JD_158,"Senior Software Engineer with 2+ years of experience. Proficient in Git, System Design, Agile, Java. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 5+ years experience in Git, Python, Java, Algorithms. Bachelor's degree required.",1,Software Engineer
629,CV_0629,JD_397,"Mid-level Mobile Developer with 9+ years of experience. Proficient in Git, Java, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 5+ years experience in Git, System Design, Algorithms, Python. Bachelor's degree required.",1,Mobile Developer
1880,CV_1880,JD_425,"Mid-level QA Engineer with 7+ years of experience. Proficient in System Design, Data Structures, Python, Git. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 6+ years experience in Java, Agile, Data Structures, System Design. Bachelor's degree required.",1,QA Engineer
1542,CV_1542,JD_128,"Senior QA Engineer with 6+ years of experience. Proficient in Java, Git, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 2+ years experience in Agile, System Design, Python, Algorithms. Bachelor's degree required.",0,QA Engineer
425,CV_0425,JD_367,"Junior Fullstack Developer with 4+ years of experience. Proficient in Data Structures, Python, Agile, Java. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 7+ years experience in Python, System Design, Java, Data Structures. Bachelor's degree required.",1,Fullstack Developer
2024,CV_2024,JD_275,"Senior Cloud Architect with 9+ years of experience. Proficient in Algorithms, Agile, Python, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 2+ years experience in System Design, Algorithms, Python, Java, Agile. Bachelor's degree required.",1,Cloud Architect
1115,CV_1115,JD_170,"Senior Machine Learning Engineer with 2+ years of experience. Proficient in Java, Data Structures, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 7+ years experience in Data Structures, Java, Agile, System Design. Bachelor's degree required.",1,Machine Learning Engineer
746,CV_0746,JD_450,"Mid-level Data Scientist with 3+ years of experience. Proficient in R, PyTorch, Machine Learning. Strong problem-solving and communication skills.","We are hiring Mid-level UI/UX Designer. Requirements: 7+ years experience in Data Structures, Git, Agile. Bachelor's degree required.",0,Data Scientist
690,CV_0690,JD_120,"Mid-level Backend Developer with 2+ years of experience. Proficient in SQL, Spring Boot, Django. Strong problem-solving and communication skills.","We are hiring Mid-level Backend Developer. Requirements: 4+ years experience in Spring Boot, SQL, Python. Bachelor's degree required.",1,Backend Developer
440,CV_0440,JD_311,"Mid-level Cloud Architect with 6+ years of experience. Proficient in Algorithms, Git, System Design, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 7+ years experience in Algorithms, Python, System Design, Data Structures. Bachelor's degree required.",0,Cloud Architect
344,CV_0344,JD_356,"Mid-level Database Administrator with 5+ years of experience. Proficient in Algorithms, Java, Data Structures, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 7+ years experience in Data Structures, System Design, Java, Python. Bachelor's degree required.",1,Database Administrator
102,CV_0102,JD_454,"Junior Mobile Developer with 2+ years of experience. Proficient in Python, Algorithms, Java, Agile. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 3+ years experience in Agile, System Design, Data Structures, Git. Bachelor's degree required.",0,Mobile Developer
2353,CV_2353,JD_487,"Senior UI/UX Designer with 5+ years of experience. Proficient in Java, Agile, System Design, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 6+ years experience in Python, Java, Agile, Algorithms, Data Structures. Bachelor's degree required.",1,UI/UX Designer
715,CV_0715,JD_008,"Mid-level UI/UX Designer with 7+ years of experience. Proficient in System Design, Data Structures, Java, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level UI/UX Designer. Requirements: 2+ years experience in Java, Git, Python, Data Structures, System Design. Bachelor's degree required.",1,UI/UX Designer
1049,CV_1049,JD_166,"Mid-level Data Scientist with 8+ years of experience. Proficient in SQL, PyTorch, R. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 6+ years experience in Data Structures, Python, System Design, Algorithms. Bachelor's degree required.",0,Data Scientist
1576,CV_1576,JD_447,"Mid-level DevOps Engineer with 6+ years of experience. Proficient in Jenkins, Linux, AWS, Docker. Strong problem-solving and communication skills.","We are hiring Mid-level DevOps Engineer. Requirements: 2+ years experience in CI/CD, AWS, Linux, Terraform. Bachelor's degree required.",1,DevOps Engineer
1277,CV_1277,JD_049,"Junior Business Analyst with 9+ years of experience. Proficient in Algorithms, Java, Agile. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 6+ years experience in Django, REST APIs, Spring Boot. Bachelor's degree required.",0,Business Analyst
2182,CV_2182,JD_338,"Junior UI/UX Designer with 4+ years of experience. Proficient in Agile, Git, Java, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 5+ years experience in Agile, Python, Java, Data Structures, Git. Bachelor's degree required.",0,UI/UX Designer
890,CV_0890,JD_393,"Junior Product Manager with 2+ years of experience. Proficient in Roadmapping, Analytics, JIRA. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 2+ years experience in System Design, Java, Python, Agile. Bachelor's degree required.",0,Product Manager
1919,CV_1919,JD_370,"Junior Network Engineer with 8+ years of experience. Proficient in Algorithms, Agile, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Network Engineer. Requirements: 4+ years experience in Data Structures, System Design, Agile, Git. Bachelor's degree required.",1,Network Engineer
2323,CV_2323,JD_030,"Senior Business Analyst with 3+ years of experience. Proficient in Algorithms, Python, Git, Java. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 6+ years experience in Java, Python, Git, Data Structures, Algorithms. Bachelor's degree required.",1,Business Analyst
188,CV_0188,JD_174,"Senior Frontend Developer with 4+ years of experience. Proficient in CSS3, TypeScript, HTML5, Vue.js. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 2+ years experience in Python, Data Structures, Git, Java, System Design. Bachelor's degree required.",0,Frontend Developer
2078,CV_2078,JD_096,"Mid-level Network Engineer with 6+ years of experience. Proficient in Python, Git, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 5+ years experience in User Research, Roadmapping, JIRA. Bachelor's degree required.",0,Network Engineer
963,CV_0963,JD_067,"Junior Mobile Developer with 7+ years of experience. Proficient in Python, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 3+ years experience in Data Structures, Agile, Git, Algorithms, Java. Bachelor's degree required.",1,Mobile Developer
2062,CV_2062,JD_319,"Mid-level Backend Developer with 3+ years of experience. Proficient in Django, Spring Boot, Java, Node.js. Strong problem-solving and communication skills.","We are hiring Mid-level Backend Developer. Requirements: 7+ years experience in Spring Boot, Django, Node.js, Microservices. Bachelor's degree required.",1,Backend Developer
595,CV_0595,JD_296,"Senior DevOps Engineer with 9+ years of experience. Proficient in Terraform, Docker, Git. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 2+ years experience in Git, Java, Data Structures, Algorithms. Bachelor's degree required.",0,DevOps Engineer
1210,CV_1210,JD_067,"Junior Machine Learning Engineer with 9+ years of experience. Proficient in Python, System Design, Algorithms, Agile, Java. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 7+ years experience in Algorithms, Agile, Git, Python. Bachelor's degree required.",1,Machine Learning Engineer
176,CV_0176,JD_014,"Mid-level Cloud Architect with 2+ years of experience. Proficient in Python, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Cloud Architect. Requirements: 5+ years experience in Algorithms, Git, Agile, Data Structures. Bachelor's degree required.",1,Cloud Architect
300,CV_0300,JD_295,"Senior Machine Learning Engineer with 9+ years of experience. Proficient in System Design, Agile, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 4+ years experience in Agile, Roadmapping, Product Strategy, User Research, JIRA. Bachelor's degree required.",0,Machine Learning Engineer
1774,CV_1774,JD_285,"Junior Mobile Developer with 5+ years of experience. Proficient in Git, System Design, Python, Java, Agile. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 7+ years experience in Git, Python, Data Structures, Algorithms, System Design. Bachelor's degree required.",0,Mobile Developer
2134,CV_2134,JD_219,"Junior Project Manager with 8+ years of experience. Proficient in Java, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Junior Project Manager. Requirements: 7+ years experience in Git, Java, Python. Bachelor's degree required.",1,Project Manager
236,CV_0236,JD_138,"Mid-level QA Engineer with 7+ years of experience. Proficient in Algorithms, Java, System Design, Python, Git. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 6+ years experience in Algorithms, System Design, Data Structures, Python. Bachelor's degree required.",1,QA Engineer
64,CV_0064,JD_029,"Junior Backend Developer with 7+ years of experience. Proficient in Node.js, SQL, Microservices. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 5+ years experience in Django, Spring Boot, REST APIs, Python. Bachelor's degree required.",1,Backend Developer
811,CV_0811,JD_338,"Junior Network Engineer with 4+ years of experience. Proficient in Agile, Git, System Design, Data Structures, Python. Strong problem-solving and communication skills.","We are hiring Junior Network Engineer. Requirements: 7+ years experience in Java, Algorithms, Agile. Bachelor's degree required.",1,Network Engineer
368,CV_0368,JD_109,"Senior Cloud Architect with 3+ years of experience. Proficient in Agile, System Design, Git, Java. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 2+ years experience in Python, Algorithms, Java, Agile. Bachelor's degree required.",0,Cloud Architect
502,CV_0502,JD_074,"Senior QA Engineer with 5+ years of experience. Proficient in Data Structures, System Design, Git. Strong problem-solving and communication skills.","We are hiring Senior QA Engineer. Requirements: 2+ years experience in Algorithms, Python, Java, Git. Bachelor's degree required.",1,QA Engineer
1237,CV_1237,JD_257,"Senior Data Scientist with 4+ years of experience. Proficient in Data Visualization, Machine Learning, SQL, Python, PyTorch. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 4+ years experience in PyTorch, R, Machine Learning, Python. Bachelor's degree required.",1,Data Scientist
122,CV_0122,JD_214,"Junior Database Administrator with 3+ years of experience. Proficient in Algorithms, Git, System Design. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 3+ years experience in System Design, Java, Git, Algorithms. Bachelor's degree required.",1,Database Administrator
2059,CV_2059,JD_477,"Mid-level Backend Developer with 5+ years of experience. Proficient in SQL, Java, Spring Boot. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 4+ years experience in Python, Agile, Algorithms. Bachelor's degree required.",0,Backend Developer
291,CV_0291,JD_007,"Senior Fullstack Developer with 2+ years of experience. Proficient in Python, Git, Java, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 4+ years experience in Data Structures, Git, Python. Bachelor's degree required.",1,Fullstack Developer
1272,CV_1272,JD_364,"Senior Backend Developer with 4+ years of experience. Proficient in REST APIs, Django, SQL, Java. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 4+ years experience in SQL, Python, Microservices, Django. Bachelor's degree required.",1,Backend Developer
1600,CV_1600,JD_116,"Senior Fullstack Developer with 6+ years of experience. Proficient in Java, Algorithms, Data Structures, Git, Python. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 6+ years experience in Python, Algorithms, Java, System Design. Bachelor's degree required.",1,Fullstack Developer
2326,CV_2326,JD_035,"Senior System Administrator with 7+ years of experience. Proficient in Data Structures, System Design, Java. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 3+ years experience in Algorithms, Java, Git, System Design, Agile. Bachelor's degree required.",1,System Administrator
431,CV_0431,JD_114,"Senior Project Manager with 3+ years of experience. Proficient in Data Structures, Git, Java, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 6+ years experience in Git, Python, System Design. Bachelor's degree required.",1,Project Manager
1186,CV_1186,JD_301,"Mid-level Frontend Developer with 7+ years of experience. Proficient in Vue.js, JavaScript, HTML5, Angular, TypeScript. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 7+ years experience in Java, System Design, Agile, Algorithms. Bachelor's degree required.",0,Frontend Developer
1452,CV_1452,JD_351,"Senior System Administrator with 4+ years of experience. Proficient in Python, System Design, Git, Java. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 3+ years experience in Agile, Algorithms, Python, Git, Data Structures. Bachelor's degree required.",0,System Administrator
542,CV_0542,JD_061,"Junior Network Engineer with 2+ years of experience. Proficient in Data Structures, Java, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 4+ years experience in Data Structures, Algorithms, System Design, Java, Python. Bachelor's degree required.",0,Network Engineer
113,CV_0113,JD_190,"Junior Data Scientist with 6+ years of experience. Proficient in PyTorch, R, Machine Learning, Python. Strong problem-solving and communication skills.","We are hiring Junior Data Scientist. Requirements: 4+ years experience in PyTorch, R, Statistics, Data Visualization. Bachelor's degree required.",1,Data Scientist
